"id","university_name","program_code","program_name","subject_combination","admission_method","admission_score","note"
5912,Đại Học Thương Mại,TM23,Quản trị nhân lực  (Quản trị nhân lực doanh nghiệp),"",Điểm xét tuyển kết hợp năm 2024,23.75,CCQT Và Học Bạ
5913,Đại Học Thương Mại,TM23,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.5,Kết quả thi TN THPT + CCQT còn hiệu lực
5914,Đại Học Thương Mại,TM24,Quản trị khách sạn (Quán trị khách sạn - Chương trình định hướng nghề nghiệp),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5915,Đại Học Thương Mại,TM24,Quản trị khách sạn (Quản tri khách sạn -Chương trình định hướng nghề nghiệp),"",Điểm xét tuyển kết hợp năm 2024,23.0,CCQT Và Học Bạ
5916,Đại Học Thương Mại,TM24,Quản trị khách sạn (Quản trị khách sạn - Chương trình định hướng nghề nghiệp),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5917,Đại Học Thương Mại,TM25,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành - Chương trình định hướng nghề nghiệp),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5918,Đại Học Thương Mại,TM25,Quản trị dịch vụ du lịch và lừ hành (Quản trị dịch vụ du lịch và lữ hành - Chương trình định hướng nghề nghiệp),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5919,Đại Học Thương Mại,TM25,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành - Chương trinh định hướng nghề nghiệp),"",Điểm xét tuyển kết hợp năm 2024,23.0,CCQT Và Học Bạ
5920,Đại Học Thương Mại,TM26,Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin - Chương trinh định hướng nghề nghiệp),"",Điểm xét tuyển kết hợp năm 2024,23.0,CCQT Và Học Bạ
5921,Đại Học Thương Mại,TM26,Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin - Chương trinh định hướng nghề nghiệp),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5922,Đại Học Thương Mại,TM26,Hệ thống thông tin quản lý (Quân trị Hệ thống thông tin - Chương trinh định hướng nghề nghiệp),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5923,Đại Học Thương Mại,TM27,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5924,Đại Học Thương Mại,TM27,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),"",Điểm xét tuyển kết hợp năm 2024,22.0,CCQT Và Học Bạ
5925,Đại Học Thương Mại,TM27,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,19.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5926,Đại Học Thương Mại,TM28,Marketing (Marketing số),"",Điểm xét tuyển kết hợp năm 2024,26.75,CCQT Và Học Bạ
5927,Đại Học Thương Mại,TM28,Marketing (Marketing số),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,24.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5928,Đại Học Thương Mại,TM28,Marketing (Marketing số),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,23.0,Kết quả thi TN THPT + giải HSG
5929,Đại Học Thương Mại,TM29,Luật kinh tế (Luật Thương mại quốc tế),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.5,Kết quả thi TN THPT + CCQT còn hiệu lực
5930,Đại Học Thương Mại,TM29,Luật kinh tế (Luật Thương mại quốc tế),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5931,Đại Học Thương Mại,TM29,Luật kinh tế (Luật Thương mại quốc tế),"",Điểm xét tuyển kết hợp năm 2024,24.5,CCQT Và Học Bạ
5932,Đại Học Thương Mại,TM30,Thương mại điện tử (Kinh doanh số),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.5,Kết quả thi TN THPT + CCQT còn hiệu lực
5933,Đại Học Thương Mại,TM30,Thương mại điện tử (Kinh doanh số),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,22.0,Kết quả thi TN THPT + giải HSG
5934,Đại Học Thương Mại,TM30,Thương mại điện tử (Kinh doanh số),"",Điểm xét tuyển kết hợp năm 2024,25.5,CCQT Và Học Bạ
5935,Đại Học Thương Mại,TM31,Quản trị khách sạn (Quản trị khách sạn),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5936,Đại Học Thương Mại,TM31,Quản trị khách sạn (Quản trị khách sạn),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5937,Đại Học Thương Mại,TM31,Quản trị khách sạn (Quản trị khách sạn),"",Điểm xét tuyển kết hợp năm 2024,23.5,CCQT Và Học Bạ
5938,Đại Học Thương Mại,TM32,Quản trị dịch vụ du lịch và lừ hành (Quản trị dịch vụ du lịch và lữ hành),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5939,Đại Học Thương Mại,TM32,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5940,Đại Học Thương Mại,TM32,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành),"",Điểm xét tuyển kết hợp năm 2024,23.0,CCQT Và Học Bạ
5941,Đại Học Thương Mại,TM33,Kinh tế số (Phân tích kinh doanh trong môi trường số),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5942,Đại Học Thương Mại,TM33,Kinh tế số (Phân tích kinh doanh trong môi trường số),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5943,Đại Học Thương Mại,TM33,Kinh tế số (Phân tích kinh doanh trong môi trường số),"",Điểm xét tuyển kết hợp năm 2024,23.5,CCQT Và Học Bạ
5944,Đại Học Thương Mại,TM34,Quản trị khách sạn (Quản trị khách sạn - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -1POP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,19.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5945,Đại Học Thương Mại,TM34,Quản trị khách sạn (Quản trị khách sạn - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -1POP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5946,Đại Học Thương Mại,TM34,Quản trị khách sạn (Quản trị khách sạn -Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),"",Điểm xét tuyển kết hợp năm 2024,22.0,CCQT Và Học Bạ
5947,Đại Học Thương Mại,TM35,Marketing (Marketing thương mại - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),"",Điểm xét tuyển kết hợp năm 2024,24.0,CCQT Và Học Bạ
5948,Đại Học Thương Mại,TM35,Marketing (Marketing thương mại - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -1POP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5949,Đại Học Thương Mại,TM35,Marketing (Marketing thương mại - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -1POP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5950,Đại Học Thương Mại,TM36,Kinh doanh quốc tế (Thương mại quốc tế - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -IPOP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5951,Đại Học Thương Mại,TM36,Kinh doanh quốc tế (Thương mại quốc tế -Chương trinh định hirổng chuyên sâu nghề nghiệp quốc tế - IPOP),"",Điểm xét tuyển kết hợp năm 2024,24.0,CCQT Và Học Bạ
5952,Đại Học Thương Mại,TM36,Kinh doanh quốc tế (Thương mại quốc tế - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -IPOP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5953,Đại Học Thương Mại,TM37,Logistics và Quản lý chuỗi cung ứng (Logistics và xuất nhập khẩu - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - 1POP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5954,Đại Học Thương Mại,TM37,Logistics và Quản lý chuỗi cung ứng (Logistics và xuất nhập khẩu - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -IPOP),"",Điểm xét tuyển kết hợp năm 2024,24.5,CCQT Và Học Bạ
5955,Đại Học Thương Mại,TM37,Logistics và Quản lý chuỗi cung ứng (Logistics và xuất nhập khẩu - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - 1POP),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5956,Đại Học Thương Mại,TM38,Tài chính - Ngân hàng (Công nghệ Tài chính ngân hàng),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,21.0,Kết quả thi TN THPT + giải HSG
5957,Đại Học Thương Mại,TM38,Tài chính - Ngân hàng (Công nghệ Tài chính ngân hàng),"",Điểm xét tuyển kết hợp năm 2024,23.0,CCQT Và Học Bạ
5958,Đại Học Thương Mại,TM38,Tài chính - Ngân hàng (Công nghệ Tài chính ngân hàng),A00; A01; D01; D07,Điểm xét tuyển kết hợp năm 2024,20.0,Kết quả thi TN THPT + CCQT còn hiệu lực
5959,Học Viện Ngân Hàng,ACT01,Kế toán (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm thi THPT năm 2024,34.0,"Thang điểm 40, Toán x2"
5960,Học Viện Ngân Hàng,ACT02,Kế toán,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.25,""
5961,Học Viện Ngân Hàng,ACT03,"Kế toán (Liên kết với ĐH Sunderland, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,Điểm thi THPT năm 2024,24.0,""
5962,Học Viện Ngân Hàng,ACT04,Kiểm toán,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.5,""
5963,Học Viện Ngân Hàng,BANK01,Ngân hàng (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm thi THPT năm 2024,34.0,"Thang điểm 40, Toán x2"
5964,Học Viện Ngân Hàng,BANK02,Ngân hàng,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.2,""
5965,Học Viện Ngân Hàng,BANK03,Ngân hàng số,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.13,""
5966,Học Viện Ngân Hàng,BANK04,"Tài chính-Ngân hàng (Liên kết với ĐH Sunderland, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,Điểm thi THPT năm 2024,24.5,""
5967,Học Viện Ngân Hàng,BANK05,"Ngân hàng và Tài chính quốc té (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,Điểm thi THPT năm 2024,24.0,""
5968,Học Viện Ngân Hàng,BANK06,Ngân hàng và Tài chính quốc tế (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm thi THPT năm 2024,33.8,"Thang điểm 40, Toán x2"
5969,Học Viện Ngân Hàng,BUS01,Quản trị kinh doanh (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm thi THPT năm 2024,33.9,"Thang điểm 40, Toán x2"
5970,Học Viện Ngân Hàng,BUS02,Quản trị kinh doanh,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.33,""
5971,Học Viện Ngân Hàng,BUS03,Quản trị du lịch,A01; D01; D07; D09,Điểm thi THPT năm 2024,25.6,""
5972,Học Viện Ngân Hàng,BUS04,"Quản trị kinh doanh (Liên kết với ĐH CityU, Hoa kỳ. Cấp song bằng)",A00; A01; D01; D07,Điểm thi THPT năm 2024,23.0,""
5973,Học Viện Ngân Hàng,BUS05,"Marketing số (Liên kết với ĐH Coventry, Anh quốc. Cấp một bằng của đối tác)",A00; A01; D01; D07,Điểm thi THPT năm 2024,24.8,""
5974,Học Viện Ngân Hàng,BUS06,Marketing số (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm thi THPT năm 2024,34.0,"Thang điểm 40, Toán x2"
5975,Học Viện Ngân Hàng,ECON01,Kinh tế đầu tư,A01; D01; D07; D09,Điểm thi THPT năm 2024,26.05,""
5976,Học Viện Ngân Hàng,ECON02,Kinh tế đầu tư (Chương trình Chất lượng cao),A01; D01; D07; D09,Điểm thi THPT năm 2024,34.0,"Thang điểm 40, Toán x2"
5977,Học Viện Ngân Hàng,FIN01,Tài chính (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm thi THPT năm 2024,34.2,"Thang điểm 40, Toán x2"
5978,Học Viện Ngân Hàng,FIN02,Tài chính,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.45,""
5979,Học Viện Ngân Hàng,FIN03,Công nghệ tài chính,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.0,""
5980,Học Viện Ngân Hàng,FL01,Ngôn ngữ Anh,A01; D01; D07; D09,Điểm thi THPT năm 2024,25.8,""
5981,Học Viện Ngân Hàng,IB01,Kinh doanh quốc tế,A01; D01; D07; D09,Điểm thi THPT năm 2024,27.0,""
5982,Học Viện Ngân Hàng,IB02,Logistics và quản lý chuỗi cung ứng,A01; D01; D07; D09,Điểm thi THPT năm 2024,26.5,""
5983,Học Viện Ngân Hàng,IB03,"Kinh doanh quốc tế (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,Điểm thi THPT năm 2024,24.2,""
5984,Học Viện Ngân Hàng,IB04,Kinh doanh quốc tế (Chương trình Chất lượng cao),A01; D01; D07; D09,Điểm thi THPT năm 2024,33.9,"Thang điểm 40, Toán x2"
5985,Học Viện Ngân Hàng,IT01,Công nghệ thông tin,A00; A01; D01; D07,Điểm thi THPT năm 2024,25.8,""
5986,Học Viện Ngân Hàng,LAW01,Luật kinh tế,A00; A01; D01; D07,Điểm thi THPT năm 2024,25.9,""
5987,Học Viện Ngân Hàng,LAW02,Luật kinh tế,C00; C03; D14; D15,Điểm thi THPT năm 2024,28.13,""
5988,Học Viện Ngân Hàng,MIS01,Hệ thống thông tin quản lý,A00; A01; D01; D07,Điểm thi THPT năm 2024,26.0,""
5989,Học Viện Ngân Hàng,ACT01,Kế toán (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm học bạ năm 2024,36.5,"Toán x2, theo thang 40 điểm"
5990,Học Viện Ngân Hàng,ACT02,Kế toán,A00; A01; D01; D07,Điểm học bạ năm 2024,29.8,""
5991,Học Viện Ngân Hàng,ACT03,"Kế toán (Liên kết với ĐH Sunderland, Anh quốc. Cấp song bang)",A00; A01; D01; D07,Điểm học bạ năm 2024,25.5,Chương trình đào tạo liên kết quốc tế
5992,Học Viện Ngân Hàng,ACT04,Kiểm toán,A00; A01; D01; D07,Điểm học bạ năm 2024,29.9,""
5993,Học Viện Ngân Hàng,BANK01,Ngân hàng (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm học bạ năm 2024,37.5,"Toán x2, theo thang 40 điểm"
5994,Học Viện Ngân Hàng,BANK02,Ngân hàng,A00; A01; D01; D07,Điểm học bạ năm 2024,29.9,""
5995,Học Viện Ngân Hàng,BANK03,Ngân hàng số,A00; A01; D01; D07,Điểm học bạ năm 2024,29.9,""
5996,Học Viện Ngân Hàng,BANK04,"Tài chính-Ngân hàng (Liên kết với ĐH Sunderland, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,Điểm học bạ năm 2024,26.5,Chương trình đào tạo liên kết quốc tế
5997,Học Viện Ngân Hàng,BANK05,"Ngân hàng và Tài chính quốc tế (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,Điểm học bạ năm 2024,26.4,Chương trình đào tạo liên kết quốc tế
5998,Học Viện Ngân Hàng,BANK06,Ngân hàng và Tài chính quốc tế (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm học bạ năm 2024,39.9,"Toán x2, theo thang 40 điểm"
5999,Học Viện Ngân Hàng,BUS01,Quản trị kinh doanh (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm học bạ năm 2024,36.5,"Toán x2, theo thang 40 điểm"
6000,Học Viện Ngân Hàng,BUS02,Quản trị kinh doanh,A00; A01; D01; D07,Điểm học bạ năm 2024,28.5,""
6001,Học Viện Ngân Hàng,BUS03,Quản trị du lịch,A00; A01; D01; D09,Điểm học bạ năm 2024,28.0,""
6002,Học Viện Ngân Hàng,BUS04,"Quản trị kinh doanh (Liên kết với ĐH CityU, Hoa kỳ. Cấp song bằng)",A00; A01; D01; D07,Điểm học bạ năm 2024,26.5,Chương trình đào tạo liên kết quốc tế
6003,Học Viện Ngân Hàng,BUS05,"Marketing số (Liên kết với ĐH Coventry, Anh quốc. Cấp một bằng của đối tác)",A00; A01; D01; D07,Điểm học bạ năm 2024,28.0,Chương trình đào tạo liên kết quốc tế
6004,Học Viện Ngân Hàng,BUS06,Marketing số (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm học bạ năm 2024,39.9,"Toán x2, theo thang 40 điểm"
6005,Học Viện Ngân Hàng,ECON01,Kinh tế đầu tư,A00; A01; D01; D09,Điểm học bạ năm 2024,29.3,""
6006,Học Viện Ngân Hàng,ECON02,Kinh tế đầu tư (Chương trình Chất lượng cao),A00; A01; D07; D09,Điểm học bạ năm 2024,36.0,"Toán x2, theo thang 40 điểm"
6007,Học Viện Ngân Hàng,FIN01,Tài chính (Chương trình Chất lượng cao),A00; A01; D01; D07,Điểm học bạ năm 2024,37.0,"Toán x2, theo thang 40 điểm"
6008,Học Viện Ngân Hàng,FIN02,Tài chính,A00; A01; D01; D07,Điểm học bạ năm 2024,29.9,""
6009,Học Viện Ngân Hàng,FIN03,Công nghệ tài chính,A00; A01; D01; D07,Điểm học bạ năm 2024,29.9,""
6010,Học Viện Ngân Hàng,FL01,Ngôn ngữ Anh,A00; A01; D01; D09,Điểm học bạ năm 2024,28.54,""
6011,Học Viện Ngân Hàng,IB01,Kinh doanh quốc tế,A00; A01; D01; D09,Điểm học bạ năm 2024,29.9,""
6012,Học Viện Ngân Hàng,IB02,Logistics và quản lý chuỗi cung ứng,A00; A01; D01; D09,Điểm học bạ năm 2024,29.9,""
6013,Học Viện Ngân Hàng,IB03,"Kinh doanh quốc tế (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,Điểm học bạ năm 2024,26.5,Chương trình đào tạo liên kết quốc tế
6014,Học Viện Ngân Hàng,IB04,Kinh doanh quốc tế (Chương trình Chất lượng cao),A01; D01; D07; D09,Điểm học bạ năm 2024,39.01,"Toán x2, theo thang 40 điểm"
6015,Học Viện Ngân Hàng,IT01,Công nghệ thông tin,A00; A01; D01; D07,Điểm học bạ năm 2024,27.0,""
6016,Học Viện Ngân Hàng,LAW01,Luật kinh tế,A00; A01; D01; D07,Điểm học bạ năm 2024,29.9,""
6017,Học Viện Ngân Hàng,LAW02,Luật kinh tế,A00; A01; D01; D15,Điểm học bạ năm 2024,28.0,""
6018,Học Viện Ngân Hàng,MIS01,Hệ thống thông tin quản lý,A00; A01; D01; D07,Điểm học bạ năm 2024,27.5,""
6019,Học Viện Ngân Hàng,ACT01,Kế toán (Chương trình Chất lượng cao),"",Điểm ĐGNL HN năm 2024,100.0,""
6020,Học Viện Ngân Hàng,ACT02,Kế toán,"",Điểm ĐGNL HN năm 2024,110.0,""
6021,Học Viện Ngân Hàng,ACT03,"Kế toán (Liên kết với ĐH Sunderland, Anh quốc. Cấp song bằng)","",Điểm ĐGNL HN năm 2024,100.0,""
6022,Học Viện Ngân Hàng,ACT04,Kiểm toán,"",Điểm ĐGNL HN năm 2024,115.0,""
6023,Học Viện Ngân Hàng,BANK01,Ngân hàng (Chương trình Chất lượng cao),"",Điểm ĐGNL HN năm 2024,100.0,""
6024,Học Viện Ngân Hàng,BANK02,Ngân hàng,"",Điểm ĐGNL HN năm 2024,110.0,""
6025,Học Viện Ngân Hàng,BANK03,Ngân hàng số,"",Điểm ĐGNL HN năm 2024,110.0,""
6026,Học Viện Ngân Hàng,BANK04,"Tài chính - Ngân hàng (Liên kết với ĐH Sunderland, Anh quốc. Cấp song bằng)","",Điểm ĐGNL HN năm 2024,100.0,""
6027,Học Viện Ngân Hàng,BANK05,"Ngân hàng và Tài chính quốc tế (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)","",Điểm ĐGNL HN năm 2024,100.0,""
6028,Học Viện Ngân Hàng,BANK06,Ngân hàng và Tài chính quốc tế (Chương trình Chất lượng cao),"",Điểm ĐGNL HN năm 2024,115.0,""
6029,Học Viện Ngân Hàng,BUS01,Quản trị kinh doanh (Chương trình Chất lượng cao),"",Điểm ĐGNL HN năm 2024,100.0,""
6030,Học Viện Ngân Hàng,BUS02,Quản trị kinh doanh,"",Điểm ĐGNL HN năm 2024,100.0,""
6031,Học Viện Ngân Hàng,BUS03,Quản trị du lịch,"",Điểm ĐGNL HN năm 2024,100.0,""
6032,Học Viện Ngân Hàng,BUS04,"Quản trị kinh doanh (Liên kết với ĐH CityU, Hoa kỳ. Cấp song bằng)","",Điểm ĐGNL HN năm 2024,100.0,""
6033,Học Viện Ngân Hàng,BUS05,"Marketing số (Liên kết với ĐH Coventry, Anh quốc. Cấp một bằng của đối tác)","",Điểm ĐGNL HN năm 2024,100.0,""
6034,Học Viện Ngân Hàng,BUS06,Marketing số (Chương trình Chất lượng cao),"",Điểm ĐGNL HN năm 2024,110.0,""
6035,Học Viện Ngân Hàng,ECON01,Kinh tế đầu tư,"",Điểm ĐGNL HN năm 2024,100.0,""
6036,Học Viện Ngân Hàng,ECON02,Kinh tế đầu tư (Chương trình Chất lượng cao),"",Điểm ĐGNL HN năm 2024,100.0,""
6037,Học Viện Ngân Hàng,FIN01,Tài chính (Chương trình Chất lượng cao),"",Điểm ĐGNL HN năm 2024,100.0,""
6038,Học Viện Ngân Hàng,FIN02,Tài chính,"",Điểm ĐGNL HN năm 2024,110.0,""
6039,Học Viện Ngân Hàng,FIN03,Công nghệ tài chính,"",Điểm ĐGNL HN năm 2024,110.0,""
6040,Học Viện Ngân Hàng,FL01,Ngôn ngữ Anh,"",Điểm ĐGNL HN năm 2024,100.0,""
6041,Học Viện Ngân Hàng,IB01,Kinh doanh quốc tế,"",Điểm ĐGNL HN năm 2024,110.0,""
6042,Học Viện Ngân Hàng,IB02,Logistics và quản lý chuỗi cung ứng,"",Điểm ĐGNL HN năm 2024,110.0,""
6043,Học Viện Ngân Hàng,IB03,"Kinh doanh quốc tế (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)","",Điểm ĐGNL HN năm 2024,100.0,""
6044,Học Viện Ngân Hàng,IB04,Kinh doanh quốc tế (Chương trình Chất lượng cao),"",Điểm ĐGNL HN năm 2024,100.0,""
6045,Học Viện Ngân Hàng,IT01,Công nghệ thông tin,"",Điểm ĐGNL HN năm 2024,100.0,""
6046,Học Viện Ngân Hàng,LAW01,Luật kinh tế,"",Điểm ĐGNL HN năm 2024,110.0,""
6047,Học Viện Ngân Hàng,LAW02,Luật kinh tế,"",Điểm ĐGNL HN năm 2024,110.0,""
6048,Học Viện Ngân Hàng,MIS01,Hệ thống thông tin quản lý,"",Điểm ĐGNL HN năm 2024,100.0,""
6049,Học Viện Ngân Hàng,ACT01,Kế toán (Chương trình chất lượng cao),"",Chứng chỉ quốc tế năm 2024,21.66,""
6050,Học Viện Ngân Hàng,ACT02,Kế toán,"",Chứng chỉ quốc tế năm 2024,21.66,""
6051,Học Viện Ngân Hàng,ACT03,"Kế toán (Liên kết với ĐH Sunderland, Anh quốc, cấp song bằng)","",Chứng chỉ quốc tế năm 2024,20.0,Chương trình đào tạo liên kết quốc tế
6052,Học Viện Ngân Hàng,ACT04,Kiểm toán,"",Chứng chỉ quốc tế năm 2024,24.9,""
6053,Học Viện Ngân Hàng,BANK01,Ngân hàng (Chương trình chất lượng cao),"",Chứng chỉ quốc tế năm 2024,21.66,""
6054,Học Viện Ngân Hàng,BANK02,Ngân hàng,"",Chứng chỉ quốc tế năm 2024,23.3,""
6055,Học Viện Ngân Hàng,BANK03,Ngân hàng số,"",Chứng chỉ quốc tế năm 2024,23.3,""
6056,Học Viện Ngân Hàng,BANK04,"Tài chính-Ngân hàng (Liên kết với Đll Sunderland, Anh quốc, cấp song băng)","",Chứng chỉ quốc tế năm 2024,20.0,Chương trình đào tạo liên kết quốc tế
6057,Học Viện Ngân Hàng,BANK05,"Ngân hàng và Tài chính quốc tế (Liên kết với ĐH Covcntry, Anh quốc, cấp song băng)","",Chứng chỉ quốc tế năm 2024,20.0,Chương trình đào tạo liên kết quốc tế
6058,Học Viện Ngân Hàng,BANK06,Ngân hàng và tài chính quốc tế (Chương trình chất lượng cao),"",Chứng chỉ quốc tế năm 2024,23.3,""
6059,Học Viện Ngân Hàng,BUS01,Quản trị kinh doanh (Chương trình chất lượng cao),"",Chứng chỉ quốc tế năm 2024,21.66,""
6060,Học Viện Ngân Hàng,BUS02,Quản trị kinh doanh,"",Chứng chỉ quốc tế năm 2024,21.66,""
6061,Học Viện Ngân Hàng,BUS03,Quản trị du lịch,"",Chứng chỉ quốc tế năm 2024,21.66,""
6062,Học Viện Ngân Hàng,BƯS04,"Quản trị kinh doanh (Liên kết với ĐH CityU, Hoa kỳ. cấp song bằng)","",Chứng chỉ quốc tế năm 2024,20.0,Chương trình đào tạo liên kết quốc tế
6063,Học Viện Ngân Hàng,BƯS05,"Marketing số (Liên kết với ĐH Covcntry, Anh quốc, cấp một băng cùa đối tác)","",Chứng chỉ quốc tế năm 2024,20.0,Chương trình đào tạo liên kết quốc tế
6064,Học Viện Ngân Hàng,BUS06,Marketing số (Chương trình Chất lượng cao),"",Chứng chỉ quốc tế năm 2024,23.3,""
6065,Học Viện Ngân Hàng,ECON01,Kinh tế đầu tư,"",Chứng chỉ quốc tế năm 2024,21.66,""
6066,Học Viện Ngân Hàng,ECON02,Kinh tế đầu tư (Chương trình chất lượng cao),"",Chứng chỉ quốc tế năm 2024,21.66,""
6067,Học Viện Ngân Hàng,FIN01,Tài chính (Chương trình Chất lượng cao),"",Chứng chỉ quốc tế năm 2024,21.66,""
6068,Học Viện Ngân Hàng,FIN02,Tài chính,"",Chứng chỉ quốc tế năm 2024,23.3,""
6069,Học Viện Ngân Hàng,FIN03,Công nghệ tài chính,"",Chứng chỉ quốc tế năm 2024,21.66,""
6070,Học Viện Ngân Hàng,FL01,Ngôn ngữ Anh,"",Chứng chỉ quốc tế năm 2024,21.66,""
